Scenario,Exp_ID,Solver,Data_Source,City_1_CFS_Area,City_1_Name,City_2_CFS_Area,City_2_Name,Seed,Sensitivity_Parameter,Sensitivity_Value,Sensitivity_Level,Status,Solve_Time_Sec,Time_Limit_Sec,Parameter_Category,Num_Orders,Total_Demand,Model_T,Model_t_0,Model_travel_time_periods,Model_N_manual,Model_N_auto,Model_capacity_manual,Model_capacity_auto,Model_cost_manual,Model_cost_auto,Model_penalty_lost,Model_service_a_1,Model_service_b_1,Model_service_a_2,Model_service_b_2,Model_direct_travel_time_periods,Model_capacity_direct,Model_cost_direct,Model_transfer_time_periods,Model_transfer_cost_per_unit,Model_direct_ratio_min,Model_direct_ratio_max,Algorithm_prediction_horizon,Algorithm_rolling_step,Algorithm_extension_horizon,Algorithm_priority_epsilon,Order_num_orders,Order_buffer_range,Order_large_order_prob,Order_small_quantity_range,Order_large_quantity_range,Total_Cost,Best_Bound,MIP_Gap,Unserved_Rate,Auto_Usage,Manual_Usage,Direct_Ratio,Direct_Volume,Transshipment_Volume,Message,Mechanism,Fleet_Scale,Source_Batch
simulation_stage_c_flexible_fleet_1,C_N100_S4103_P20p0_MF_F100,paper_priority_heuristic,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,0.98,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,20.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",2500.0,2500.0,0.0,0.0,0.0,10.0,1.0,1754.0,0.0,paper_priority_heuristic 完成 12 个论文滚动窗口。,flexible,1.0,C_PEN100
simulation_stage_c_flexible_fleet_1,C_N100_S4101_P1p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,2.3,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",860.0,860.0,0.0,0.1006,4.0,8.0,0.0,0.0,1431.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4101_P1p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,0.76,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1070.0,1070.0,0.0,0.2011,0.0,3.0,1.0,1271.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4101_P2p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,2.64,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,2.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1020.0,1020.0,0.0,0.1006,4.0,8.0,4.965358042e-18,0.0,1431.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4101_P2p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,0.76,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,2.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1950.0,1950.0,0.0,0.0629,0.0,7.0,1.0,1491.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4102_P1p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,2.2,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",932.0,932.0,0.0,0.3072,3.0,6.0,3.870058474e-18,0.0,918.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4102_P1p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,0.78,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1046.0,1046.0,0.0,0.4121,0.0,2.0,1.0,779.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4102_P2p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,3.62,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,2.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1167.0,1167.0,0.0,0.1479,3.0,7.0,0.2178919398,246.0,883.0,直送-换装协同模型达到最优；直送比例 21.79%,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4102_P2p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,0.78,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,2.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1600.0,1600.0,0.0,0.0377,0.0,6.0,1.0,1275.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4103_P1p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,3.68,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",997.0,997.0,0.0,0.2691,3.0,6.0,0.0,0.0,1282.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4103_P1p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,1.17,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1258.0,1258.0,0.0,0.1471,0.0,4.0,1.0,1496.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4103_P2p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,3.91,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,2.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1210.0,1210.0,0.0,0.1026,2.0,6.0,0.6416772554,1010.0,564.0,直送-换装协同模型达到最优；直送比例 64.17%,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4103_P2p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,0.81,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,2.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1830.0,1830.0,0.0,0.0228,0.0,7.0,1.0,1714.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_PLOW12
simulation_stage_c_flexible_fleet_1,C_N100_S4101_P3p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,3.12,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,3.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1165.0,1165.0,0.0,0.0817,3.0,7.0,0.1916495551,280.0,1181.0,直送-换装协同模型达到最优；直送比例 19.16%,flexible,1.0,C_P3
simulation_stage_c_flexible_fleet_1,C_N100_S4101_P3p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,0.74,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,3.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",2000.0,2000.0,0.0,0.0,0.0,8.0,1.0,1591.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_P3
simulation_stage_c_flexible_fleet_1,C_N100_S4102_P3p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,3.87,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,3.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1320.0,1320.0,0.0,0.0679,6.0,12.0,2.272586078e-16,0.0,1235.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.0,C_P3
simulation_stage_c_flexible_fleet_1,C_N100_S4102_P3p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,0.73,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,3.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",2060.0,2060.0,0.0,0.0151,0.0,8.0,1.0,1305.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_P3
simulation_stage_c_flexible_fleet_1,C_N100_S4103_P3p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,4.63,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,3.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1370.0,1370.0,0.0,0.0513,2.0,7.0,0.8161057692,1358.0,306.0,直送-换装协同模型达到最优；直送比例 81.61%,flexible,1.0,C_P3
simulation_stage_c_flexible_fleet_1,C_N100_S4103_P3p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,0.8,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,3.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",2030.0,2030.0,0.0,0.0057,0.0,8.0,1.0,1744.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_P3
simulation_stage_c_flexible_fleet_1,C_N100_S4101_P4p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,3.22,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,4.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1295.0,1295.0,0.0,0.0817,3.0,7.0,0.1711156742,250.0,1211.0,直送-换装协同模型达到最优；直送比例 17.11%,flexible,1.0,C_P4
simulation_stage_c_flexible_fleet_1,C_N100_S4101_P4p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,0.73,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,4.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",2000.0,2000.0,0.0,0.0,0.0,8.0,1.0,1591.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_P4
simulation_stage_c_flexible_fleet_1,C_N100_S4102_P4p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,4.14,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,4.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1400.0,1400.0,0.0,0.0377,4.0,10.0,0.3835294118,489.0,786.0,直送-换装协同模型达到最优；直送比例 38.35%,flexible,1.0,C_P4
simulation_stage_c_flexible_fleet_1,C_N100_S4102_P4p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,0.79,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,4.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",2250.0,2250.0,0.0,0.0,0.0,9.0,1.0,1325.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_P4
simulation_stage_c_flexible_fleet_1,C_N100_S4103_P4p0_MF_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,4.58,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,4.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",1460.0,1460.0,0.0,0.0513,2.0,7.0,0.8238998782,1370.9693973115,293.0306026885,直送-换装协同模型达到最优；直送比例 82.39%,flexible,1.0,C_P4
simulation_stage_c_flexible_fleet_1,C_N100_S4103_P4p0_MF_F100,paper_candidate_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,0.79,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,4.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",2040.0,2040.0,0.0,0.0057,0.0,8.0,1.0,1744.0,0.0,paper_candidate_mip 完成 12 个论文滚动窗口。,flexible,1.0,C_P4
simulation_stage_c_transshipment_only_fleet_0.75,C_N100_S4101_P1p0_MT_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,1.87,120,,100,1591,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,0.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",860.0,860.0,0.0,0.1006,4.0,8.0,0.0,0.0,1431.0,直送-换装协同模型达到最优；直送比例 0.00%,transshipment_only,0.75,C_MTRANS
simulation_stage_c_transshipment_only_fleet_1,C_N100_S4101_P1p0_MT_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,1.93,120,,100,1591,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,0.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",860.0,860.0,0.0,0.1006,4.0,8.0,0.0,0.0,1431.0,直送-换装协同模型达到最优；直送比例 0.00%,transshipment_only,1.0,C_MTRANS
simulation_stage_c_transshipment_only_fleet_1.25,C_N100_S4101_P1p0_MT_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,1.76,120,,100,1591,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,0.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",860.0,860.0,0.0,0.1006,4.0,8.0,0.0,0.0,1431.0,直送-换装协同模型达到最优；直送比例 0.00%,transshipment_only,1.25,C_MTRANS
simulation_stage_c_transshipment_only_fleet_0.75,C_N100_S4102_P1p0_MT_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,2.01,120,,100,1325,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,0.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",932.0,932.0,0.0,0.3072,3.0,6.0,0.0,0.0,918.0,直送-换装协同模型达到最优；直送比例 0.00%,transshipment_only,0.75,C_MTRANS
simulation_stage_c_transshipment_only_fleet_1,C_N100_S4102_P1p0_MT_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,2.1,120,,100,1325,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,0.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",932.0,932.0,0.0,0.3072,3.0,6.0,0.0,0.0,918.0,直送-换装协同模型达到最优；直送比例 0.00%,transshipment_only,1.0,C_MTRANS
simulation_stage_c_transshipment_only_fleet_1.25,C_N100_S4102_P1p0_MT_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,2.04,120,,100,1325,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,0.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",932.0,932.0,0.0,0.3072,3.0,6.0,0.0,0.0,918.0,直送-换装协同模型达到最优；直送比例 0.00%,transshipment_only,1.25,C_MTRANS
simulation_stage_c_transshipment_only_fleet_0.75,C_N100_S4103_P1p0_MT_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,2.4,120,,100,1754,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,0.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",997.0,997.0,0.0,0.2691,3.0,6.0,0.0,0.0,1282.0,直送-换装协同模型达到最优；直送比例 0.00%,transshipment_only,0.75,C_MTRANS
simulation_stage_c_transshipment_only_fleet_1,C_N100_S4103_P1p0_MT_F100,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,2.28,120,,100,1754,24,60.0,9,"{""1"": 30, ""2"": 30}","{""1"": 15, ""2"": 15}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,0.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",997.0,997.0,0.0,0.2691,3.0,6.0,0.0,0.0,1282.0,直送-换装协同模型达到最优；直送比例 0.00%,transshipment_only,1.0,C_MTRANS
simulation_stage_c_transshipment_only_fleet_1.25,C_N100_S4103_P1p0_MT_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,2.24,120,,100,1754,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,0.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",997.0,997.0,0.0,0.2691,3.0,6.0,0.0,0.0,1282.0,直送-换装协同模型达到最优；直送比例 0.00%,transshipment_only,1.25,C_MTRANS
simulation_stage_c_flexible_fleet_0.75,C_N100_S4101_P1p0_MF_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,2.16,120,,100,1591,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",860.0,860.0,0.0,0.1006,4.0,8.0,0.0,0.0,1431.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,0.75,C_MFLEX
simulation_stage_c_flexible_fleet_1.25,C_N100_S4101_P1p0_MF_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4101,,,,2,2.06,120,,100,1591,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",860.0,860.0,0.0,0.1006,4.0,8.0,0.0,0.0,1431.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.25,C_MFLEX
simulation_stage_c_flexible_fleet_0.75,C_N100_S4102_P1p0_MF_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,2.15,120,,100,1325,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",932.0,932.0,0.0,0.3072,3.0,6.0,0.0,0.0,918.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,0.75,C_MFLEX
simulation_stage_c_flexible_fleet_1.25,C_N100_S4102_P1p0_MF_F125,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4102,,,,2,2.24,120,,100,1325,24,60.0,9,"{""1"": 38, ""2"": 38}","{""1"": 19, ""2"": 19}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",932.0,932.0,0.0,0.3072,3.0,6.0,3.870058474e-18,0.0,918.0,直送-换装协同模型达到最优；直送比例 0.00%,flexible,1.25,C_MFLEX
simulation_stage_c_flexible_fleet_0.75,C_N100_S4103_P1p0_MF_F75,flexible_direct_mip,real,06-348,"Los Angeles-Long Beach, CA",06-488,"San Jose-San Francisco-Oakland, CA",4103,,,,2,3.55,120,,100,1754,24,60.0,9,"{""1"": 22, ""2"": 22}","{""1"": 11, ""2"": 11}",1000.0,2000.0,20.0,15.0,1.0,0.05,0.1,0.05,0.1,9,1000.0,25.0,0,0.0,0.0,1.0,8,2,6,1e-06,100,"[0, 5]",0.3,"[10, 50]","[100, 300]",996.9991735076,996.9991735076,0.0,0.2691,2.9999951306,6.0000001564,2.375337548e-19,3.045183145e-16,1282.0001722553,直送-换装协同模型达到最优；直送比例 0.00%,flexible,0.75,C_MFLEX
